Url,Style or Sku,Name,Color,Size,Quantity,Price
https://www.underarmour.com/en-us/p/basketball/unisex_curry_fox_1_banzitos_basketball_shoes/3028805.html?dwvar_3028805_color=803,TB012135214,Unisex Curry Fox 1 'Banzitos' Basketball Shoes,White Nubuck,9,3,$198.00 
